Federated Learning,0.6280093525090223,0.07426400074002859,0.0
Localized Learning,0.4757180101607426,0.042119091985972884,0.0
Late Fusion,0.4757331845075988,0.04212059129015515,0.0
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.5592460321593067,0.07005805292126259,0.0
Localized Learning,0.38567757653294565,0.04491602285816626,0.0
Late Fusion,0.3857189712893082,0.04491873804361172,0.0
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.6848197111890523,0.08523098101951246,0.15060625398851307
Localized Learning,0.7000748814084861,0.0984669018356827,0.16666666666666666
Late Fusion,0.7057889015146555,0.09198795336888477,0.1623571858087793
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.6895810276684705,0.1254977149984912,0.21144742504662173
Localized Learning,0.7279914671788291,0.1335216564051726,0.2250037701704117
Late Fusion,0.729519028837919,0.13749200854781246,0.22368120575473852
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.6831740133400079,0.08763489751828794,0.1721958925750395
Localized Learning,0.7240438005126054,0.10008080556114352,0.17843866171003717
Late Fusion,0.724555575326576,0.10068190933077519,0.1736745886654479
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.704927587202163,0.12602970879435274,0.20828300258843832
Localized Learning,0.6979608968004524,0.12566605127633443,0.21761076836791923
Late Fusion,0.7131221516068238,0.13109756418083204,0.22161733015765
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.7081452379864697,0.09031020825646213,0.17177449867574726
Localized Learning,0.7015988650227472,0.09173592801178608,0.17339795368874528
Late Fusion,0.7158183461367551,0.09573066643798568,0.17229564366128242
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7139834720147054,0.12397013588406766,0.2133095131755248
Localized Learning,0.7158505187311763,0.12678609166730748,0.2226756657772197
Late Fusion,0.7234859973101309,0.12976212821877373,0.22068209014758675
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.718305603159651,0.09682690902594687,0.16819012797074953
Localized Learning,0.7117476819012382,0.09754843081197634,0.170261066969353
Late Fusion,0.7268411435575581,0.10806328613359455,0.16152330925804334
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7261197427466743,0.13657980570525946,0.21913359745404948
Localized Learning,0.7211438312014924,0.12346475139350623,0.21559392987964415
Late Fusion,0.7319136250390905,0.13692021992409278,0.2229895743409257
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.6893606146625402,0.08535921627702694,0.18431689571544058
Localized Learning,0.7256646973827141,0.11024594196851062,0.1847457627118644
Late Fusion,0.7261578723535078,0.10020284934099677,0.18453427065026362
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7171743418451991,0.1357974250848079,0.21384600814471066
Localized Learning,0.73417713692087,0.1446405440571946,0.22364751812604575
Late Fusion,0.7326206879897573,0.14798981697520713,0.22251260033600895
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.7159152046483983,0.10676583970847958,0.17848970251716248
Localized Learning,0.7268086071201656,0.11201407282294679,0.19230769230769232
Late Fusion,0.7398764628722511,0.12856666192152405,0.18553459119496854
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7316964918816371,0.1385522844302835,0.2140017286084702
Localized Learning,0.7302885025057548,0.13771403103228683,0.22413793103448276
Late Fusion,0.7381921665281843,0.14257163643952725,0.2250446890582369
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.7087635270849133,0.09069380592151599,0.17703349282296652
Localized Learning,0.7184265540775963,0.10595185273636208,0.17723342939481268
Late Fusion,0.7172768799573692,0.09862111697072598,0.17937219730941703
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.734475917159199,0.14522018402251716,0.2234209493919184
Localized Learning,0.7307825935016797,0.14413493949093859,0.2212381042118157
Late Fusion,0.7364565417414066,0.14727446942882652,0.22613164657046847
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.7047937888135107,0.0919300135573639,0.18587360594795538
Localized Learning,0.7311357371236498,0.10105350870032997,0.17843866171003717
Late Fusion,0.7324852431800947,0.09749850050846456,0.18634538152610441
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7199092538661471,0.13703599442852776,0.2134204960584503
Localized Learning,0.7343003558907159,0.13903818533976833,0.2241197352009978
Late Fusion,0.7345325969624548,0.14305359735880788,0.22224403651712968
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.6985836271033592,0.09230529081727508,0.18407960199004975
Localized Learning,0.7261924586501609,0.10232888100680508,0.18763326226012794
Late Fusion,0.7303223186653276,0.10215731919136953,0.19402985074626866
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7294884482408035,0.14189312353632652,0.22396935792762826
Localized Learning,0.734179874778395,0.14054330209655425,0.22118806460443471
Late Fusion,0.7375390106244253,0.14485580916209337,0.22514761397734973
Model | Taiwan | seed=42,auroc,auprc,F1-score
Federated Learning,0.6990063485068967,0.0907425353285091,0.17410387710314557
Localized Learning,0.7284572205939619,0.10724826452846795,0.17825020441537204
Late Fusion,0.7278558033243836,0.10328042874515057,0.17958557175748274
Model | USA | seed=42,auroc,auprc,F1-score
Federated Learning,0.7379115592037081,0.1432428789665664,0.2202908832919475
Localized Learning,0.7140603365349859,0.12646635995313715,0.22104670793472145
Late Fusion,0.7348073978756071,0.14328007889153105,0.2230559984992027
